name,state,pop2000,pop2010,fed.spend,poverty,homeownership,multiunit,income,med.income
Prentiss County,Mississippi,25556,25276,9.239238804,22.1,79.4,11.4,17068,31262
Quitman County,Mississippi,10117,8223,14.05423811,34.8,68.9,10.7,13080,24169
Rankin County,Mississippi,115327,141617,5.116447884,11.1,75.8,12.8,26637,54028
Scott County,Mississippi,28423,28264,8.212602604,22.2,80.4,4.5,16608,35765
Sharkey County,Mississippi,6580,4916,13.6623271,34.9,67,7.1,14322,30129
Simpson County,Mississippi,27639,27503,7.215503763,22.4,76.6,7.2,18397,36739
Smith County,Mississippi,16182,16491,6.473834213,19.5,86.8,1.4,18686,37176
Stone County,Mississippi,13622,17786,7.331552907,17.5,77.4,4.1,21691,43728
Sunflower County,Mississippi,34369,29450,9.981120543,33.3,57.2,15.6,11993,25012
Tallahatchie County,Mississippi,14903,15378,9.314475224,32.5,72.6,4.7,12687,24668
Tate County,Mississippi,25370,28886,7.308800111,17.5,75.8,6.4,18318,41102
Tippah County,Mississippi,20826,22232,8.478724361,24.1,75.1,3.8,16365,32109
Tishomingo County,Mississippi,19163,19593,9.860256214,20.4,79.8,6.1,17017,30211
Tunica County,Mississippi,9227,10778,9.503896827,25.7,52.1,31.5,15711,29994
Union County,Mississippi,25362,27134,6.99170782,19.8,75.9,5.5,17945,35928
Walthall County,Mississippi,15156,15443,8.513501263,22.3,84,2.5,16157,33054
Warren County,Mississippi,49644,48773,16.3075062,21.4,67.3,17.6,22079,40404
Washington County,Mississippi,62977,51137,12.58689403,34.8,56.2,19.4,15946,27797
Wayne County,Mississippi,21216,20747,6.892900178,23.6,82,3.9,17099,31081
Webster County,Mississippi,10294,10253,8.860236028,25.4,70.1,9.2,17888,34107
Wilkinson County,Mississippi,10312,9878,8.442093541,28.1,75,3.7,14333,28066
Winston County,Mississippi,20160,19198,8.152047088,25,79.3,6.1,17244,30738
Yalobusha County,Mississippi,13051,12678,11.32670768,26.2,72.5,6.5,16623,29911
Yazoo County,Mississippi,28149,28065,19.57160164,33,63.7,12.9,14339,27356
Adair County,Missouri,24977,25607,7.961573007,26,61.1,24.3,17098,31176
Andrew County,Missouri,16492,17291,5.81487479,8.5,78.6,9.9,24009,52720
Atchison County,Missouri,6430,5685,15.67229551,13.1,72.4,12,23659,42375
Audrain County,Missouri,25853,25529,8.167456618,17,76.5,9.2,18800,40935
Barry County,Missouri,34010,35597,7.999578616,17.1,74.9,7.5,19363,36143
Barton County,Missouri,12541,12402,8.694484761,15.7,75.8,6.8,19117,39573
Bates County,Missouri,16653,17049,8.298316617,17.4,74.8,7.6,19056,38882
Benton County,Missouri,17180,19056,9.920077666,18.3,84,3.2,19955,33305
Bollinger County,Missouri,12029,12363,8.476745127,19.7,78.7,3.9,18172,33938
Boone County,Missouri,135454,162642,6.953628214,18.4,57.6,30.6,25124,45786
Buchanan County,Missouri,85998,89201,7.686942971,14.6,67.9,18.1,21638,42393
Butler County,Missouri,40867,42794,11.46660747,20.4,67.1,13,19368,33525
Caldwell County,Missouri,8969,9424,7.992996604,15.9,74.6,7,19499,39439
Callaway County,Missouri,40766,44332,8.895109627,11.3,75.4,10.9,22602,49544
Camden County,Missouri,37051,44002,6.565337939,11.8,81.3,25.5,25509,44617
Cape Girardeau County,Missouri,68693,75674,6.610434231,14.2,67.4,20,23014,44479
Carroll County,Missouri,10285,9295,13.56288327,13,78.2,7,25021,41619
Carter County,Missouri,5941,6265,12.03591381,19.6,77.2,3.1,15881,28408
Cass County,Missouri,82092,99478,5.349353626,7.2,80.1,10.7,26326,60097
Cedar County,Missouri,13733,13982,9.147046202,17.9,76.3,5.6,16432,32800
Chariton County,Missouri,8438,7831,11.29664155,14.3,80.1,6.3,19978,41558
Christian County,Missouri,54285,77422,4.225452714,9.5,75.7,12.2,23720,51135
Clark County,Missouri,7416,7139,12.27146659,13.5,76,8.2,19114,38133
Clay County,Missouri,184006,221939,4.000355954,7.8,72.6,17.6,28204,58559
Clinton County,Missouri,18979,20743,7.800993106,8.3,76.4,10.7,24629,51915
Cole County,Missouri,71397,75990,43.12345045,9.6,68,23.3,25935,53877
Cooper County,Missouri,16670,17601,7.555138913,14.3,72.3,13.1,19234,42586
Crawford County,Missouri,22804,24696,6.299441205,15.4,74.8,6.8,17317,34506
Dade County,Missouri,7923,7883,9.158569073,20.5,77.5,5.2,16638,32714
Dallas County,Missouri,15661,16777,7.157239077,16.4,81.8,3.5,18400,38101
Daviess County,Missouri,8016,8433,7.957073402,13.8,74.7,7.4,19900,39925
DeKalb County,Missouri,11597,12892,4.754731617,9.5,67.8,17.9,16916,43267
Dent County,Missouri,14927,15657,9.542888165,18.2,77.9,7.3,18111,36118
Douglas County,Missouri,13084,13684,7.709295528,22.4,82,5.5,15117,30968
Dunklin County,Missouri,33155,31953,13.28457422,23.6,62.4,10.4,16619,29375
Franklin County,Missouri,93807,101492,6.247379104,11.1,76.8,10.9,23365,49120
Gasconade County,Missouri,15342,15222,7.505518329,10.8,79.1,7.2,21240,40837
Gentry County,Missouri,6861,6738,13.21875928,14.9,76.6,9.6,19021,35556
Greene County,Missouri,240391,275174,6.912190105,16.2,61.8,22.3,23443,41059
Grundy County,Missouri,10432,10261,10.63600039,13.3,70.4,10.5,18148,35239
Harrison County,Missouri,8850,8957,11.06553534,15.1,75.2,7.6,18967,35000
Henry County,Missouri,21997,22272,9.487697557,16.4,73.3,10.8,20304,35706
Hickory County,Missouri,8940,9627,9.807105017,15.4,84,1.7,18215,28097
Holt County,Missouri,5351,4912,13.72923453,14.4,78.1,8.1,21666,40261
Howard County,Missouri,10212,10144,8.948442429,15.5,78.4,9.1,21829,42067
Howell County,Missouri,37238,40400,8.312920792,19.7,72,9.7,17135,35282
Iron County,Missouri,10697,10630,9.86321731,21.6,72.8,7.5,17200,29803
Jackson County,Missouri,654880,674158,12.66749189,15.7,63.2,25.6,25213,46252
Jasper County,Missouri,104686,117404,7.792988314,18.9,65.7,15.5,19899,37894
Jefferson County,Missouri,198099,218733,4.777376985,9.5,83.9,9.2,24586,56756
Johnson County,Missouri,48258,52595,11.17665177,16,64.5,20.9,20405,44985
Knox County,Missouri,4361,4131,14.06656984,20.5,74.9,5.1,18481,33029
Laclede County,Missouri,32513,35571,7.49500998,16,70.8,11.1,19858,37294
Lafayette County,Missouri,32960,33381,7.810670741,10.6,74,12.2,23043,48257
Lawrence County,Missouri,35204,38634,6.657296682,17.3,72.5,8.8,18777,38350
Lewis County,Missouri,10494,10211,9.801096856,16.3,76.2,9.3,18973,40399
Lincoln County,Missouri,38944,52566,4.864551231,10.9,82,5.5,21862,52897
Linn County,Missouri,13754,12761,11.22419873,14.6,75,5.5,20742,37706
Livingston County,Missouri,14558,15195,10.15867062,20.6,66.6,13.3,20295,39683
McDonald County,Missouri,21681,23083,6.261794394,15.3,70.3,7.2,17070,36619
Macon County,Missouri,15762,15566,9.243093923,14.8,76.5,8.7,18411,36429
Madison County,Missouri,11800,12226,8.857434975,19.3,77.3,7.6,17239,33456
Maries County,Missouri,8903,9176,6.712837838,13.9,82,4.9,19155,40185
Marion County,Missouri,28289,28781,9.015496334,16,67.3,18.8,20718,40859
Mercer County,Missouri,3757,3785,10.98494055,15.9,75.7,10.5,19031,34008
Miller County,Missouri,23564,24748,7.564166801,16.8,75.3,12.6,18202,35838
Mississippi County,Missouri,13427,14358,12.44929656,27.6,62.8,11.5,15927,29586
Moniteau County,Missouri,14827,15607,6.437111553,11.3,78.3,7.7,19267,47162
Monroe County,Missouri,9311,8840,11.91708145,12.9,76.4,7,19834,38750
Montgomery County,Missouri,12136,12236,8.84071592,14.8,76.8,8.4,19634,39369
Morgan County,Missouri,19309,20565,7.910430343,17,81.7,3.5,18789,36696
New Madrid County,Missouri,19760,18956,14.26313568,21.1,64.3,15.2,18811,32895
Newton County,Missouri,52636,58114,5.247926489,16.3,74.6,7.2,20832,41163
Nodaway County,Missouri,21912,23370,7.192511767,22.8,60.6,22.2,18909,38621
Oregon County,Missouri,10344,10881,9.756088595,24,74.9,4.8,15093,26144
Osage County,Missouri,13062,13878,6.31387808,10.9,84.6,6.1,21484,45746
Ozark County,Missouri,9542,9723,10.21114882,16.5,82.4,3.2,17298,31960
Pemiscot County,Missouri,20047,18296,17.26994972,31.8,56.1,17.5,15841,30120
Perry County,Missouri,18132,18971,6.542195983,10.6,78.1,7.3,22200,45713
Pettis County,Missouri,39403,42201,7.877017132,16.2,71.5,14.4,19351,37658
Phelps County,Missouri,39825,45156,9.156081141,17.9,65.5,19.2,20817,40260
Pike County,Missouri,18351,18516,8.168988983,12.9,71.6,12.4,18769,42082
Platte County,Missouri,73781,89322,5.278083787,7,67.7,27.1,34037,65948
Polk County,Missouri,26992,31137,7.021228763,21.6,72,7.9,18138,35831
Pulaski County,Missouri,41165,52274,31.90132762,14.3,56.2,20.4,19800,43155
Putnam County,Missouri,5223,4979,11.39947781,18.1,74.1,5.6,20005,34545
Ralls County,Missouri,9626,10167,7.131405528,9.3,81.8,7.1,22605,45194
Randolph County,Missouri,24663,25414,8.385378138,18.2,73.6,10.8,17049,36458
Ray County,Missouri,23354,23494,5.795479697,9.4,78.7,9.1,25244,53343
Reynolds County,Missouri,6689,6696,10.97729988,21.3,73.8,3.9,16964,32059
Ripley County,Missouri,13509,14100,10.69489362,24,73.4,3.6,15115,29369
St. Charles County,Missouri,283883,360485,5.5016991,5,82,15.2,30664,70331
St. Clair County,Missouri,9652,9805,10.71035186,16.6,80.9,4.7,18309,32217
Ste. Genevieve County,Missouri,17842,18145,5.785009645,10.7,83.5,5.9,22665,46911
St. Francois County,Missouri,55641,65359,7.536620817,15.7,73.6,12.8,18852,38589
St. Louis County,Missouri,1016315,998954,11.92542199,9.6,72.5,23.2,33344,57561
Saline County,Missouri,23756,23370,9.438382542,19.1,69.8,12.9,18581,38818
Schuyler County,Missouri,4170,4431,11.49469646,20.9,71.5,9.7,18410,31358
Scotland County,Missouri,4983,4843,11.32934132,19.5,79.2,9.5,19895,39722
Scott County,Missouri,40422,39191,9.531474063,18,69.6,12.6,19566,37716
Shannon County,Missouri,8324,8441,12.35339415,22.8,78,4.3,15309,30766
Shelby County,Missouri,6799,6373,11.7483132,12,70.2,9.2,18056,35012
Stoddard County,Missouri,29705,29968,10.39018286,18,70.6,8.8,20911,35932
Stone County,Missouri,28658,32202,6.565027017,16,76,9.1,21748,41351
Sullivan County,Missouri,7219,6714,11.5476616,21.1,70.6,10.4,16633,30459
Taney County,Missouri,39703,51675,6.028872762,14.8,67.7,27,21474,39026
Texas County,Missouri,23003,26008,7.794101815,21.5,74.3,6.6,15790,31552
Vernon County,Missouri,20454,21159,8.058036769,21.2,70,11.1,18314,34387
Warren County,Missouri,24525,32513,5.174453296,12.3,78.4,7.8,24358,50231
Washington County,Missouri,23344,25195,7.188648541,20.7,80.5,5,16867,35901
Wayne County,Missouri,13259,13521,15.33473855,19.8,73.3,4.2,17105,30621
Webster County,Missouri,31045,36202,6.231893266,16.8,76.6,6.4,18699,40889
Worth County,Missouri,2382,2171,12.57899585,16.2,77.2,8.4,18229,38220
Wright County,Missouri,17955,18815,9.898697847,24.7,71.5,6.6,16413,29636
St. Louis city,Missouri,348189,319294,31.33321641,26,47.2,53.5,21406,33652
Beaverhead County,Montana,9202,9246,9.319056889,15,64.7,7.8,21110,38264
Big Horn County,Montana,12671,12865,12.26226195,23.5,66.6,9.9,15066,36550
Blaine County,Montana,7009,6491,16.22939455,29,63.4,10,16813,37034
Broadwater County,Montana,4385,5612,6.957947256,10.1,78.7,4.3,19606,44667
Carbon County,Montana,9552,10078,7.123040286,12.2,72.9,4.9,24983,49010
Carter County,Montana,1360,1160,22.87844828,14,75,2.5,20681,35703
Cascade County,Montana,80357,81327,12.87665843,13.5,66.8,23.3,22963,42389
Chouteau County,Montana,5970,5813,12.42267332,21,66.3,5.1,20202,41064
Custer County,Montana,11696,11699,9.363791777,15.7,65.6,11.2,21676,38913
Daniels County,Montana,2017,1751,35.27641348,14.1,81.9,4.8,24737,38125
Dawson County,Montana,9059,8966,9.006915012,9.3,74,10.6,24602,50752
Deer Lodge County,Montana,9417,9298,10.48289955,21.2,72.7,11.2,21921,35310
Fallon County,Montana,2837,2890,12.47128028,8.5,76.2,5.1,26819,52529
Fergus County,Montana,11893,11586,11.69540825,14.7,71.7,13.7,22295,37607
Flathead County,Montana,74471,90928,6.581877969,11.7,71.5,13.8,24721,44998
Gallatin County,Montana,67831,89513,5.737334242,13.5,62.3,25.3,27423,50136
Garfield County,Montana,1279,1206,10.89220564,10.7,79.4,2.8,22424,42955
Glacier County,Montana,13247,13399,15.50294798,25.4,59,13.9,17053,38075
Golden Valley County,Montana,1042,884,10.39140271,10.9,76,0,19319,35726
Granite County,Montana,2830,3079,10.46638519,12.1,76.4,4.5,23222,36052
Hill County,Montana,16673,16096,15.14183648,17.9,68.2,15.2,21420,43606
Jefferson County,Montana,10049,11406,9.181132737,12.8,85.5,3,26437,56695
Judith Basin County,Montana,2329,2072,11.6230695,9.9,77,4.3,24029,41473
Lake County,Montana,26507,28746,9.179120573,21.6,67.9,8.8,20164,37274
Lewis and Clark County,Montana,55716,63395,21.7643505,9.7,72.8,18.5,25894,50238
Liberty County,Montana,2158,2339,15.425823,19.5,62.7,16.5,19097,40212
Lincoln County,Montana,18837,19687,9.971504038,18.6,76.5,6.3,19626,30823
McCone County,Montana,1977,1734,17.56516724,8.6,77.7,5.9,23265,48167
Madison County,Montana,6851,7691,6.665843193,11.6,68.9,18.1,32205,42998
Meagher County,Montana,1932,1891,10.42305658,19,64,4.1,17318,31577
Mineral County,Montana,3884,4223,12.38266635,19,66.5,4.2,19209,37256
Missoula County,Montana,95802,109299,7.06918636,17.3,60.7,26.7,24343,42887
Musselshell County,Montana,4497,4538,8.763552226,17.8,76.7,5,20875,37033
Park County,Montana,15694,15636,6.88085188,13.6,70.4,11.1,24717,38830
Petroleum County,Montana,493,494,10.48178138,16.7,68.6,2.7,21008,36875
Phillips County,Montana,4601,4253,18.2221961,13.5,75.8,4.9,24227,36453
Pondera County,Montana,6424,6153,12.1607346,21.5,69.9,13,18989,36419
Powder River County,Montana,1858,1743,6.759609868,14.1,66.4,4.2,21543,37685
Powell County,Montana,7180,7027,7.044400171,17.3,74.6,8.2,17849,39851
Prairie County,Montana,1199,1179,11.91094148,16.9,86.9,6.3,21296,34896
Ravalli County,Montana,36070,40212,8.091440366,15,77.9,6.9,23908,43000
Richland County,Montana,9667,9746,8.861173815,13.5,66.4,15.7,26888,52516
Roosevelt County,Montana,10620,10425,28.16613909,21.5,63.7,6.8,17821,37451
Rosebud County,Montana,9383,9233,10.65125095,18.5,70.4,13.5,19844,44776
Sanders County,Montana,10227,11413,8.236835188,21.3,78.5,5.1,18472,30622
Sheridan County,Montana,4105,3384,19.81353428,14.5,75.2,11.8,26537,39578
Silver Bow County,Montana,34606,34200,9.367865497,17.8,65.8,21.9,21357,37986
Stillwater County,Montana,8195,9117,8.563562575,9.5,75.1,3.9,27168,57227
Sweet Grass County,Montana,3609,3651,7.232812928,12.1,81.3,5.3,22785,43723
Teton County,Montana,6445,6073,10.44524946,12.8,75.7,7.7,20509,39516
Toole County,Montana,5267,5324,10.64556724,15.7,63.2,13.2,20464,42949
Treasure County,Montana,861,718,9.922005571,8.2,67.7,0.7,20882,37969
Valley County,Montana,7675,7369,13.41810286,10.1,75.5,23.7,24305,42050
Wheatland County,Montana,2259,2168,12.10839483,11.5,78,6.6,18474,30321
Wibaux County,Montana,1068,1017,13.58898722,11.8,79.2,8.2,22579,40417
Yellowstone County,Montana,129352,147972,7.054104831,11.2,70.3,19.4,26152,48641
Adams County,Nebraska,31151,31364,7.348998852,13.5,70.4,17.9,23084,44443
Antelope County,Nebraska,7452,6685,14.52116679,11.4,72,4.3,20419,37058
Arthur County,Nebraska,444,460,5.445652174,7.7,63.5,0,19722,43250
Banner County,Nebraska,819,690,11.7826087,16.1,66.3,7.2,22042,34063
Blaine County,Nebraska,583,478,8.0041841,12.4,65.3,0,20586,39000
Boone County,Nebraska,6259,5505,9.849954587,6.6,74.6,7.1,22790,40703
Box Butte County,Nebraska,12158,11308,8.369207641,14.2,67.4,16.4,23434,44404
Boyd County,Nebraska,2438,2099,11.61029061,8.3,75.1,2.3,21003,34906
Brown County,Nebraska,3525,3145,10.73799682,19.4,70.3,8.5,17330,28038
Buffalo County,Nebraska,42259,46102,5.799574856,14,65.5,20.4,22616,47120
Burt County,Nebraska,7791,6858,11.38013998,9.9,74.3,7.4,23302,43817
Butler County,Nebraska,8767,8395,8.181655747,9.1,75.3,5.1,22494,44595
Cass County,Nebraska,24334,25241,7.903371499,4.7,82.6,6.3,27584,62039
Cedar County,Nebraska,9615,8852,9.018639855,10.6,81,6,20595,40497
Chase County,Nebraska,4068,3966,11.28315683,14,75.8,8.6,22730,38314
Cherry County,Nebraska,6148,5713,7.78120077,7.8,65.9,7.9,22601,43431
Cheyenne County,Nebraska,9830,9998,8.305261052,9.8,70.1,14.7,26983,49493
Clay County,Nebraska,7039,6542,10.29364109,8.3,77.2,9.3,21147,42909
Colfax County,Nebraska,10441,10515,7.212743699,11,80.8,10.1,20872,48133
Cuming County,Nebraska,10203,9139,8.247291826,12.3,75,5.9,22783,44278
Custer County,Nebraska,11793,10939,9.835451138,10,77.1,8.1,21685,42364
Dakota County,Nebraska,20253,21006,4.897981529,15.5,67.2,19.5,19048,43729
Dawes County,Nebraska,9060,9182,7.627532128,22.7,63.2,17.6,18573,34937
Dawson County,Nebraska,24365,24326,8.096152265,14.2,71.8,12.3,19384,41830
Deuel County,Nebraska,2098,1941,17.10922205,14.3,78.3,2.9,23758,37148
Dixon County,Nebraska,6339,6000,9.3305,10.3,77.1,7.6,20478,42388
Dodge County,Nebraska,36160,36691,7.042299201,13.1,66.7,16.8,22049,42849
Douglas County,Nebraska,463585,517110,7.943141691,13.1,64.4,26.9,28092,51878
Dundy County,Nebraska,2292,2008,17.10956175,11.3,79.1,7.6,24701,37031
Fillmore County,Nebraska,6634,5890,10.01188455,11.7,77.3,7.1,21990,43167
Franklin County,Nebraska,3574,3225,11.46046512,15.7,80.4,1.9,19764,37220
Frontier County,Nebraska,3099,2756,11.6030479,12.6,75.6,3.6,22374,42009
Furnas County,Nebraska,5324,4959,12.92780803,15.1,78.5,8.7,21644,37938
Gage County,Nebraska,22993,22311,8.615032943,12.7,72.7,13.7,21619,43311
Garden County,Nebraska,2292,2057,16.27807487,13.4,68.3,6.6,19740,32962
Garfield County,Nebraska,1902,2049,8.259150805,13.4,79.4,5.3,19235,38709
Gosper County,Nebraska,2143,2044,11.40019569,11.4,76.8,1.6,23132,41442
Grant County,Nebraska,747,614,6.833876221,17.4,62.8,4.7,20518,39261
Greeley County,Nebraska,2714,2538,9.898345154,12.3,82.7,5.1,19235,41181
Hall County,Nebraska,53534,58607,7.238776938,11.2,66.9,19.4,22552,46138
Hamilton County,Nebraska,9403,9124,7.843818501,8.9,77,11.5,23240,50702
Harlan County,Nebraska,3786,3423,11.0747882,10.3,82.2,3.6,25050,44656
Hayes County,Nebraska,1068,967,16.557394,9.6,70.2,2.3,21977,45595
Hitchcock County,Nebraska,3111,2908,11.96320495,13,76.5,3.7,20853,35549
Holt County,Nebraska,11551,10435,11.64791567,7.8,75.7,5.6,22498,43452
Hooker County,Nebraska,783,736,7.824728261,6.6,84.7,2.9,21197,38750
Howard County,Nebraska,6567,6274,8.101530124,9.9,78.3,5.4,22325,45453
Jefferson County,Nebraska,8333,7547,10.63442427,12.5,80.1,6.6,21976,42665
Johnson County,Nebraska,4488,5217,7.996741422,14.5,75.4,9.9,17606,42083
Kearney County,Nebraska,6882,6489,9.136384651,9.1,79.4,6.4,27227,54518
Keith County,Nebraska,8875,8368,8.224545889,9.2,73,8.9,25315,42898
Keya Paha County,Nebraska,983,824,9.024271845,22.7,83.8,3.2,20691,32000
Kimball County,Nebraska,4089,3821,13.23946611,10.5,70.8,8.6,22263,42010
Knox County,Nebraska,9374,8701,11.26284335,13.7,75.4,6,19894,36798
Lancaster County,Nebraska,250291,285407,9.483824854,13.8,62.1,30.3,25949,50849
Lincoln County,Nebraska,34632,36288,8.297067901,10.1,68.3,14.8,25319,45181
Logan County,Nebraska,774,763,11.24639581,5.6,68.1,0,22320,45192
Loup County,Nebraska,712,632,9.379746835,19.1,85.1,0,20004,34219
McPherson County,Nebraska,533,539,8.690166976,8.3,58.8,6.7,21000,50625
Madison County,Nebraska,35226,34876,7.397149903,11.9,67.9,20.6,22157,44089
Merrick County,Nebraska,8204,7845,8.996048438,10.7,73.3,5,21819,46116
Morrill County,Nebraska,5440,5042,8.158072194,15,67.7,5.1,21367,37717
Nance County,Nebraska,4038,3735,10.38072289,9.8,76,8,21457,41610
Nemaha County,Nebraska,7576,7248,9.74544702,13.7,71.2,13.9,22151,42534
Nuckolls County,Nebraska,5057,4500,11.16155556,18,79.7,5.7,20299,31761
Otoe County,Nebraska,15396,15740,7.512261753,12,73.9,9.9,23773,47493
Pawnee County,Nebraska,3087,2773,12.4803462,12.9,78.2,4.2,21865,41969
Perkins County,Nebraska,3200,2970,13.98148148,5.9,73.3,6.2,23542,47000
Phelps County,Nebraska,9747,9188,8.720287331,10.6,74.6,12.6,23951,45221
Pierce County,Nebraska,7857,7266,7.799339389,8.2,82.6,5,21419,48318
Platte County,Nebraska,31662,32237,6.067220895,8,73.8,15.5,23358,49523
Polk County,Nebraska,5639,5406,8.472992971,6.9,75.1,5.9,23831,48444
Red Willow County,Nebraska,11448,11055,8.471370421,10.3,69.6,12.4,21246,41927
Richardson County,Nebraska,9531,8363,11.02774124,14.2,76.3,7,20516,35165
Rock County,Nebraska,1756,1526,9.374180865,9.6,85.1,3.4,23871,39159
Saline County,Nebraska,13843,14200,10.10542254,12,66.8,14.4,20431,45469
Sarpy County,Nebraska,122595,158840,9.056081592,5.7,72.4,18.4,29212,68280
Saunders County,Nebraska,19830,20780,7.942300289,7.2,82.8,7.9,26898,57699
Scotts Bluff County,Nebraska,36951,36970,8.512090885,15.1,65.5,16.2,21212,39004
Seward County,Nebraska,16496,16750,5.636537313,7,73.1,13.5,26386,55877
Sheridan County,Nebraska,6198,5469,9.017370634,16.5,69.9,4.6,20066,33608
Sherman County,Nebraska,3318,3152,11.96414975,15.3,84.7,3,20900,38631
Sioux County,Nebraska,1475,1311,5.308924485,9.4,71.7,0,25824,42386
Stanton County,Nebraska,6455,6129,5.891173111,11,78,4.8,23018,47713
Thayer County,Nebraska,6055,5228,10.93649579,12.1,82.6,5.5,21648,39159
Thomas County,Nebraska,729,647,28.29829985,9.7,77.1,1,31499,48250
Thurston County,Nebraska,7171,6940,15.36786744,29.1,65.6,7.8,15686,39048
Valley County,Nebraska,4647,4260,11.7556338,16.1,77.4,10.7,21058,38588
Washington County,Nebraska,18780,20234,5.484530987,4.4,81.5,12,27884,61940
Wayne County,Nebraska,9851,9595,5.885044294,15.7,70,12.6,19681,45000
Webster County,Nebraska,4061,3812,11.88667366,15,75.7,5.8,18906,38015
Wheeler County,Nebraska,886,818,13.79828851,12.8,68.2,1.5,20614,37222
York County,Nebraska,14598,13665,7.566337358,7,76.2,13,25412,47689
Churchill County,Nevada,23982,24877,15.78401737,8.8,64.5,16.9,22997,51597
Clark County,Nevada,1375765,1951269,5.818376656,11.7,58.2,32.3,27422,56258
Douglas County,Nevada,41259,46997,5.283720237,7.9,76.2,11.4,35239,60721
Elko County,Nevada,45291,48818,4.843152116,7.1,71.1,15.9,26879,67038
Esmeralda County,Nevada,971,783,13.56577267,11.2,64.7,17,34571,39712
Eureka County,Nevada,1651,1987,4.122798188,16.2,73.1,6.7,30306,61400
Humboldt County,Nevada,16106,16528,6.546466602,12,72.4,9.4,25965,55656
Lander County,Nevada,5794,5775,7.162770563,12.2,72.1,4.4,25287,66525
Lincoln County,Nevada,4165,5345,11.4707203,10.6,71.5,4.8,18148,44695
Lyon County,Nevada,34501,51980,5.547152751,12.8,72.2,9.5,21041,48433
Mineral County,Nevada,5071,4772,21.39165968,19.1,78.1,12.2,23226,35446
Nye County,Nevada,32485,43946,7.684999772,18.9,71.8,9.1,22687,41181
Pershing County,Nevada,6693,6753,9.512216793,13.7,70.5,10.4,17519,56491
Storey County,Nevada,3399,4010,2.587281796,5.6,90.2,1.2,31079,61525
Washoe County,Nevada,339486,421407,7.908762788,12.6,60.2,29,29687,55658
White Pine County,Nevada,9181,10030,8.005682951,15.5,76.6,6,21615,48545
Carson City,Nevada,52457,55274,26.59063936,14,62.3,25.1,27568,52067
Belknap County,New Hampshire,56325,60088,7.573542138,8.6,76.9,17.4,28517,54929
Carroll County,New Hampshire,43666,47818,7.081747459,9.6,80.6,16.7,28411,49897
Cheshire County,New Hampshire,73825,77117,6.307597547,10,71.5,22.6,27045,53828
Coos County,New Hampshire,33111,33055,9.577189533,12.1,71.5,22.2,22976,41534
Grafton County,New Hampshire,81743,89118,9.905473642,9.8,70.8,21.9,28170,53075
Hillsborough County,New Hampshire,380841,400721,9.195475156,7.2,69,34.2,33108,69321
Merrimack County,New Hampshire,136225,146445,11.46299293,8.1,72,25.3,30544,63012
Rockingham County,New Hampshire,277359,295223,7.241217656,4.7,78.6,22.1,35889,75825
Strafford County,New Hampshire,112233,123143,6.564668718,11.3,67.2,29.4,28059,57809
Sullivan County,New Hampshire,40458,43742,9.165790316,10,73.7,20.8,26322,50689
Atlantic County,New Jersey,252552,274549,8.23573934,11.8,70.7,31.8,27247,54766
Bergen County,New Jersey,884118,905116,6.095850698,5.8,67.5,40.8,42006,81708
Burlington County,New Jersey,423394,448734,12.06319334,5.5,79,18.3,34802,76258
Camden County,New Jersey,508932,513657,8.759242062,11.2,69.7,25.7,29478,60976
Cape May County,New Jersey,102326,97265,11.15686012,9.2,74.3,28.5,33571,54292
Cumberland County,New Jersey,146438,156898,7.960260806,15.5,67.4,20.4,21883,50651
Essex County,New Jersey,793633,783969,10.85682214,14.6,47.2,60.5,31535,55125
Gloucester County,New Jersey,254673,288288,5.567762099,7.1,80.9,17.7,31210,72664
Hudson County,New Jersey,608975,634266,7.701527435,15.1,34.3,83.7,31024,55275
Hunterdon County,New Jersey,121989,128349,4.622373373,4,85.6,14.3,48489,100980
Mercer County,New Jersey,350761,366513,18.85457269,10.1,67.9,30,36016,71217
Middlesex County,New Jersey,750162,809858,6.152916931,7.4,67,34.5,33289,77615
Monmouth County,New Jersey,615301,630380,10.94534884,6.3,75.9,25.1,40976,82265
Morris County,New Jersey,470212,492276,6.60104088,4,76.6,25,47342,96747
Ocean County,New Jersey,510916,576567,7.95199864,9,82.4,13,29826,59620
Passaic County,New Jersey,489049,501226,7.338037133,15.1,55.3,53.2,26095,54944
Salem County,New Jersey,64285,66083,7.484784286,10.1,74.2,17.9,27296,59441
Somerset County,New Jersey,297490,323444,4.955268918,3.6,79.7,25.6,47067,97440
Sussex County,New Jersey,144166,149265,4.827387532,4.8,84.8,13.7,35982,83089
Union County,New Jersey,522541,536499,6.780635192,9.1,61.5,43.6,34096,66791
Warren County,New Jersey,102437,108692,6.885842564,6.8,75.8,19.8,32985,71364
Bernalillo County,New Mexico,556678,662564,14.44209616,15.6,64.6,24.6,26143,47481
Catron County,New Mexico,3543,3725,10.43865772,15.3,86.1,0.2,20895,31914
Chaves County,New Mexico,61382,65645,7.89062381,21,69.3,9.7,18504,37524
Cibola County,New Mexico,25595,27213,6.525704626,24,68.3,8,14712,37361
Colfax County,New Mexico,14189,13750,11.21090909,17.2,68.1,10.8,21047,39216
Curry County,New Mexico,45044,48376,13.86024062,20.1,61.4,14.7,19925,38090
DeBaca County,New Mexico,2240,2022,15.6909001,21.6,79.5,6.2,20769,30643
Dona Ana County,New Mexico,174682,209233,9.370582078,24.5,65.5,18,18315,36657
